,userId,movieId,rating,genres
0,1,1,3,Comedy
1,1,3,4,Drama|Thriller
2,1,7,4,Adventure|Fantasy|Sci-Fi
3,1,8,4,Horror
4,1,9,2,Comedy
5,1,11,3,Comedy
6,1,12,3,Comedy
7,1,13,5,Animation|Children's|Musical
8,1,15,5,Drama
9,1,16,4,Comedy|Romance
10,1,18,4,Action|Crime|Thriller
11,1,19,4,Comedy
12,1,20,2,Action|Crime
13,1,22,3,Action|Romance|War
14,1,23,4,Action|Adventure|Romance
15,1,25,4,Drama|Sci-Fi|Thriller
16,1,27,5,Drama|Thriller
17,1,28,1,Comedy
18,1,29,4,Animation|Children's|Comedy
19,1,30,5,Comedy
20,1,31,2,Comedy|Drama
21,1,32,3,Drama|Thriller
22,1,33,4,Horror
23,1,37,3,Children's|Comedy|Musical
24,1,38,3,Animation|Children's|Musical
25,1,39,5,Mystery|Sci-Fi|Thriller
26,1,40,4,Comedy|Crime
27,1,44,3,Comedy
28,1,45,3,Comedy
29,1,47,2,Drama|Mystery
30,1,48,4,Mystery|Thriller
31,1,49,5,Comedy
32,1,50,4,Action|Drama|Sci-Fi|Thriller
33,1,51,4,Action|Adventure|Fantasy
34,1,53,2,Action|Adventure|Sci-Fi
35,1,55,3,Comedy|Romance
36,1,57,3,Comedy
37,1,59,5,Comedy|Romance
38,1,60,5,Action|Adventure|Sci-Fi
39,1,64,4,Animation|Children's|Comedy|Musical|Romance
40,1,65,3,Comedy
41,1,66,3,Horror|Romance
42,1,70,3,Adventure|Children's|Fantasy
43,1,72,3,Comedy
44,1,74,3,Comedy
45,1,75,5,Action|Adventure|Sci-Fi
46,1,76,4,Comedy
47,1,78,2,Drama|Romance|War
48,1,79,4,Drama|Romance|War
49,1,81,5,Comedy|Drama|Romance
50,1,82,4,Drama
51,1,85,5,Drama|Mystery|Thriller
52,1,86,4,Mystery|Thriller
53,1,88,3,Drama
54,1,90,3,Action|Mystery|Romance|Thriller
55,1,92,4,Comedy|Drama|Romance
56,1,94,4,Thriller
57,1,96,3,Children's|Comedy
58,1,101,4,Thriller
59,1,102,5,Drama
60,1,105,4,Drama|Thriller|War
61,1,107,5,Musical
62,1,110,5,Animation|Children's|Comedy
63,1,111,4,Horror
64,1,112,3,Animation|Children's|Musical
65,1,114,5,Comedy|Drama
66,1,116,4,Action|Thriller
67,1,117,4,Comedy|Romance
68,1,120,4,Adventure|Children's|Fantasy
69,1,121,5,Mystery|Thriller
70,1,128,4,Film-Noir|Sci-Fi|Thriller
71,1,130,5,Comedy|Romance
72,1,131,3,Sci-Fi
73,1,132,5,Comedy|Romance|Thriller
74,1,137,4,Crime|Drama|Film-Noir
75,1,140,4,Action|Crime|Romance
76,1,142,2,Action|Adventure|Horror
77,1,143,5,Drama
78,1,145,5,Action|Drama|Fantasy|Romance
79,1,146,4,Drama
80,1,147,3,Action|Adventure|Sci-Fi
81,1,149,4,Drama
82,2,1,4,Comedy
83,2,2,4,Comedy|Drama|Romance
84,2,3,4,Drama|Thriller
85,2,5,4,Comedy|Drama
86,2,6,4,Drama|Thriller
87,2,7,3,Adventure|Fantasy|Sci-Fi
88,2,11,3,Comedy
89,2,13,4,Animation|Children's|Musical
90,2,15,4,Drama
91,2,16,3,Comedy|Romance
92,2,19,4,Comedy
93,2,20,2,Action|Crime
94,2,27,4,Drama|Thriller
95,2,28,3,Comedy
96,2,29,5,Animation|Children's|Comedy
97,2,30,4,Comedy
98,2,31,4,Comedy|Drama
99,2,32,4,Drama|Thriller
100,2,33,4,Horror
101,2,35,3,Action|Romance|Thriller
102,2,38,4,Animation|Children's|Musical
103,2,39,4,Mystery|Sci-Fi|Thriller
104,2,40,4,Comedy|Crime
105,2,42,3,Mystery|Thriller
106,2,45,3,Comedy
107,2,46,4,Film-Noir|Mystery|Thriller
108,2,47,4,Drama|Mystery
109,2,49,5,Comedy
110,2,52,4,Action|Thriller
111,2,54,3,Action|Adventure|Sci-Fi
112,2,55,5,Comedy|Romance
113,2,59,4,Comedy|Romance
114,2,64,4,Animation|Children's|Comedy|Musical|Romance
115,2,66,3,Horror|Romance
116,2,71,3,Action|Adventure|Comedy|Crime
117,2,74,3,Comedy
118,2,76,4,Comedy
119,2,78,4,Drama|Romance|War
120,2,79,4,Drama|Romance|War
121,2,81,3,Comedy|Drama|Romance
122,2,82,4,Drama
123,2,83,2,Comedy|Crime
124,2,84,4,Drama|Romance
125,2,85,3,Drama|Mystery|Thriller
126,2,86,5,Mystery|Thriller
127,2,87,2,Horror|Romance
128,2,88,4,Drama
129,2,89,3,Crime|Drama
130,2,90,3,Action|Mystery|Romance|Thriller
131,2,92,3,Comedy|Drama|Romance
132,2,95,2,Adventure|Fantasy
133,2,96,4,Children's|Comedy
134,2,98,4,Comedy|Drama
135,2,99,2,Comedy
136,2,101,3,Thriller
137,2,102,4,Drama
138,2,104,3,Comedy|Romance
139,2,106,3,Crime|Drama|Romance|Thriller
140,2,107,3,Musical
141,2,108,4,Action|Crime|Drama|Thriller
142,2,109,4,Musical|Romance
143,2,110,5,Animation|Children's|Comedy
144,2,112,3,Animation|Children's|Musical
145,2,114,4,Comedy|Drama
146,2,117,2,Comedy|Romance
147,2,121,4,Mystery|Thriller
148,2,122,4,Adventure|Children's|Fantasy
149,2,124,3,Comedy|Drama|Romance
150,2,125,4,Comedy|Drama
151,2,126,1,Action|Adventure|Crime
152,2,127,3,Comedy
153,2,130,3,Comedy|Romance
154,2,132,2,Comedy|Romance|Thriller
155,2,133,4,Drama
156,2,136,3,Drama|Thriller
157,2,137,4,Crime|Drama|Film-Noir
158,2,140,4,Action|Crime|Romance
159,2,141,4,Drama
160,2,143,5,Drama
161,2,145,3,Action|Drama|Fantasy|Romance
162,2,146,3,Drama
163,2,149,4,Drama
164,3,1,3,Comedy
165,3,6,4,Drama|Thriller
166,3,7,3,Adventure|Fantasy|Sci-Fi
167,3,8,3,Horror
168,3,9,4,Comedy
169,3,10,3,Action|Comedy|Western
