,userId,movieId,rating,genres
0,1,1,4,Thriller
1,1,2,4,Drama
2,1,5,2,Drama|Thriller|War
3,1,6,4,Crime|Drama|Romance|Thriller
4,1,10,4,Animation|Children's|Comedy
5,1,14,5,Comedy|Drama
6,1,16,2,Action|Thriller
7,1,22,3,Adventure|Children's|Fantasy
8,1,25,3,Comedy|Drama
9,1,27,4,Comedy
10,1,28,3,Film-Noir|Sci-Fi|Thriller
11,1,29,4,Comedy
12,1,30,2,Comedy|Romance
13,1,33,5,Drama
14,1,36,4,Drama|Thriller
15,1,37,4,Crime|Drama|Film-Noir
16,1,38,2,Comedy
17,1,41,4,Drama
18,1,46,4,Drama
19,1,49,5,Drama
20,1,51,4,Crime|Thriller
21,1,55,2,Comedy
22,1,57,5,Drama
23,1,61,2,Comedy|Drama
24,1,64,3,Comedy
25,1,66,4,Comedy
26,1,67,2,Action|Drama|War
27,1,68,5,Crime|Drama
28,1,69,3,Drama
29,1,71,5,Comedy
30,1,74,1,Action|Adventure|Comedy
31,1,76,3,Comedy
32,1,77,4,Comedy|Crime|Drama|Mystery
33,1,78,4,Action|Adventure|Romance|War
34,1,81,2,Action|Drama|War
35,1,86,3,Comedy|Romance
36,1,88,5,Film-Noir|Mystery
37,1,90,3,Action|Adventure|Thriller
38,1,91,4,Crime|Drama|Mystery|Thriller
39,1,93,3,Comedy|Romance
40,1,96,4,Drama
41,1,99,4,Comedy|Documentary
42,1,103,4,Action|Crime|Romance
43,1,104,5,Drama|War
44,1,105,2,Drama
45,1,108,2,Comedy|Romance
46,1,110,3,Action|Crime|Romance
47,1,112,4,Animation|Children's
48,1,116,2,Drama|Musical
49,1,121,4,Comedy|Sci-Fi
50,1,127,4,Drama
51,1,128,2,Comedy
52,1,147,3,Comedy|Drama
53,1,152,4,Comedy|Drama
54,1,154,4,Comedy
55,1,155,5,Drama|Mystery
56,1,156,1,Comedy
57,1,157,3,Comedy|Drama
58,1,159,5,Comedy|Crime|Thriller
59,1,167,5,Drama|Film-Noir
60,1,169,5,Comedy|Mystery|Thriller
61,1,171,4,Drama
62,1,173,4,Comedy|Drama|Romance
63,1,174,4,Sci-Fi|Thriller
64,1,175,3,Sci-Fi|Thriller
65,1,176,3,Drama|Thriller
66,1,181,2,Drama
67,1,188,3,Comedy|Horror|Thriller
68,1,192,4,Documentary
69,1,196,1,Thriller
70,1,197,4,Comedy|Horror
71,2,5,5,Drama|Thriller|War
72,2,6,4,Crime|Drama|Romance|Thriller
73,2,13,2,Action|Thriller
74,2,14,5,Comedy|Drama
75,2,17,4,Comedy|Romance
76,2,18,2,Action|Sci-Fi|Western
77,2,19,3,Action|Thriller
78,2,20,4,Adventure|Children's|Fantasy
79,2,22,4,Adventure|Children's|Fantasy
80,2,23,3,Action|Horror|Sci-Fi
81,2,29,4,Comedy
82,2,32,4,Comedy|Romance|Thriller
83,2,41,5,Drama
84,2,42,3,Action|Adventure|Horror
85,2,46,4,Drama
86,2,47,3,Action|Adventure|Sci-Fi
87,2,49,3,Drama
88,2,54,3,Action|Sci-Fi|Thriller
89,2,56,4,Action|Crime|Thriller
90,2,58,4,Action|Crime|Drama
91,2,60,5,Drama
92,2,63,5,Drama|War
93,2,64,4,Comedy
94,2,69,4,Drama
95,2,74,3,Action|Adventure|Comedy
96,2,76,3,Comedy
97,2,81,5,Action|Drama|War
98,2,86,4,Comedy|Romance
99,2,89,3,Action|Drama|Romance|Thriller
100,2,90,3,Action|Adventure|Thriller
101,2,97,4,Children's|Fantasy|Sci-Fi
102,2,100,5,Action|Adventure|Drama
103,2,107,4,Drama
104,2,108,3,Comedy|Romance
105,2,109,1,Action|Adventure|Sci-Fi
106,2,117,3,Adventure|Comedy|Sci-Fi
107,2,124,2,Drama
108,2,127,4,Drama
109,2,128,4,Comedy
110,2,135,4,Action|Sci-Fi|Thriller
111,2,141,4,Drama
112,2,143,4,Drama|War
113,2,146,4,Action|Adventure|Fantasy
114,2,147,3,Comedy|Drama
115,2,154,5,Comedy
116,2,161,4,Comedy
117,2,166,4,Action|Thriller
118,2,176,3,Drama|Thriller
119,2,186,3,Drama|Thriller
120,2,191,3,Comedy|Crime
121,2,193,3,Drama|Sci-Fi
122,3,5,5,Drama|Thriller|War
123,3,10,2,Animation|Children's|Comedy
124,3,13,5,Action|Thriller
125,3,16,4,Action|Thriller
126,3,17,4,Comedy|Romance
127,3,18,1,Action|Sci-Fi|Western
128,3,19,3,Action|Thriller
129,3,22,2,Adventure|Children's|Fantasy
130,3,23,2,Action|Horror|Sci-Fi
131,3,25,4,Comedy|Drama
132,3,26,1,Action|Adventure|Crime
133,3,28,4,Film-Noir|Sci-Fi|Thriller
134,3,29,5,Comedy
135,3,32,4,Comedy|Romance|Thriller
136,3,35,2,Action|Sci-Fi
137,3,36,5,Drama|Thriller
138,3,38,3,Comedy
139,3,42,5,Action|Adventure|Horror
140,3,46,4,Drama
141,3,47,2,Action|Adventure|Sci-Fi
142,3,50,3,Drama|War
143,3,53,4,Action|Thriller
144,3,54,2,Action|Sci-Fi|Thriller
145,3,56,5,Action|Crime|Thriller
146,3,57,2,Drama
147,3,58,4,Action|Crime|Drama
148,3,68,4,Crime|Drama
149,3,74,3,Action|Adventure|Comedy
150,3,91,4,Crime|Drama|Mystery|Thriller
151,3,93,5,Comedy|Romance
152,3,95,4,Comedy|Drama
153,3,103,4,Action|Crime|Romance
154,3,107,5,Drama
155,3,108,2,Comedy|Romance
156,3,110,5,Action|Crime|Romance
157,3,119,5,Comedy
158,3,128,5,Comedy
159,3,135,4,Action|Sci-Fi|Thriller
160,3,136,3,Crime|Thriller
161,3,148,4,Action|Thriller
162,3,150,5,Crime
163,3,154,5,Comedy
164,3,157,3,Comedy|Drama
165,3,159,5,Comedy|Crime|Thriller
166,3,160,5,Thriller
167,3,165,4,Action
168,3,166,4,Action|Thriller
169,3,170,5,Action|Horror|Thriller
170,3,176,5,Drama|Thriller
171,3,184,5,Thriller
172,3,186,1,Drama|Thriller
173,3,188,1,Comedy|Horror|Thriller
174,3,192,5,Documentary
175,3,194,1,Drama
176,3,196,4,Thriller
177,3,197,5,Comedy|Horror
178,4,5,4,Drama|Thriller|War
179,4,6,3,Crime|Drama|Romance|Thriller
180,4,8,4,Action|Crime|Drama|Thriller
181,4,10,5,Animation|Children's|Comedy
182,4,13,4,Action|Thriller
183,4,15,4,Action|Sci-Fi
184,4,17,4,Comedy|Romance
185,4,18,3,Action|Sci-Fi|Western
186,4,21,3,Mystery|Thriller
187,4,22,5,Adventure|Children's|Fantasy
188,4,23,3,Action|Horror|Sci-Fi
189,4,24,3,Comedy|Drama|Romance
190,4,25,3,Comedy|Drama
191,4,29,3,Comedy
192,4,39,5,Action|Adventure|Horror
193,4,45,2,Action|Drama|Fantasy|Romance
194,4,47,5,Action|Adventure|Sci-Fi
195,4,48,4,Action|Western
196,4,54,2,Action|Sci-Fi|Thriller
197,4,58,3,Action|Crime|Drama
198,4,60,5,Drama
199,4,63,2,Drama|War
200,4,67,3,Action|Drama|War
201,4,71,5,Comedy
202,4,75,2,Musical|Romance
203,4,77,1,Comedy|Crime|Drama|Mystery
204,4,84,4,Action|Sci-Fi
205,4,85,4,Action|Adventure|Sci-Fi
206,4,86,4,Comedy|Romance
207,4,89,3,Action|Drama|Romance|Thriller
208,4,90,4,Action|Adventure|Thriller
209,4,98,4,Action|War
210,4,102,4,Action
211,4,104,3,Drama|War
212,4,115,4,Action|Sci-Fi|Thriller
213,4,117,3,Adventure|Comedy|Sci-Fi
214,4,126,4,Action|Sci-Fi|Thriller|Western
215,4,129,3,Comedy|Drama
216,4,131,5,Action|Drama|War
217,4,132,4,Action
218,4,137,3,Comedy|Romance
219,4,140,5,Musical|Romance
220,4,142,3,Action|Horror|Sci-Fi|Thriller
221,4,146,3,Action|Adventure|Fantasy
222,4,151,4,Musical|Romance
223,4,158,2,Drama|Romance
224,4,162,1,Comedy
225,4,164,3,Action|Adventure
226,4,166,5,Action|Thriller
227,4,168,3,Comedy|Musical
228,4,170,4,Action|Horror|Thriller
229,4,172,5,Horror|Sci-Fi
230,4,179,3,Sci-Fi
231,4,182,4,Drama
232,4,186,3,Drama|Thriller
233,4,189,4,Action|Drama
234,4,194,4,Drama
235,4,199,4,Comedy|Romance
236,5,3,2,Action|Adventure|Crime
237,5,4,3,Comedy|Romance
238,5,5,2,Drama|Thriller|War
239,5,6,2,Crime|Drama|Romance|Thriller
240,5,9,3,Musical|Romance
241,5,17,3,Comedy|Romance
242,5,18,3,Action|Sci-Fi|Western
243,5,19,3,Action|Thriller
244,5,20,1,Adventure|Children's|Fantasy
245,5,24,3,Comedy|Drama|Romance
246,5,27,3,Comedy
247,5,29,1,Comedy
248,5,32,2,Comedy|Romance|Thriller
249,5,34,3,Action|Adventure
250,5,35,3,Action|Sci-Fi
251,5,37,3,Crime|Drama|Film-Noir
252,5,38,3,Comedy
253,5,40,4,Action|Crime|Romance
254,5,44,1,Fantasy|Sci-Fi
255,5,46,1,Drama
256,5,47,2,Action|Adventure|Sci-Fi
257,5,49,3,Drama
258,5,52,2,Comedy
259,5,55,4,Comedy
260,5,56,3,Action|Crime|Thriller
261,5,59,3,Comedy|Crime|Drama
262,5,61,3,Comedy|Drama
263,5,64,4,Comedy
264,5,66,4,Comedy
265,5,68,4,Crime|Drama
266,5,69,4,Drama
267,5,72,5,Comedy|Romance
268,5,77,5,Comedy|Crime|Drama|Mystery
269,5,83,3,Comedy
270,5,86,3,Comedy|Romance
271,5,89,2,Action|Drama|Romance|Thriller
272,5,95,4,Comedy|Drama
273,5,97,2,Children's|Fantasy|Sci-Fi
274,5,99,1,Comedy|Documentary
275,5,103,2,Action|Crime|Romance
276,5,108,2,Comedy|Romance
277,5,110,3,Action|Crime|Romance
278,5,116,3,Drama|Musical
279,5,119,3,Comedy
280,5,125,2,Horror|Mystery|Thriller
281,5,128,3,Comedy
282,5,129,2,Comedy|Drama
283,5,130,2,Children's|Comedy|Fantasy
284,5,138,5,Drama
285,5,142,3,Action|Horror|Sci-Fi|Thriller
286,5,144,5,Drama|Romance
287,5,147,2,Comedy|Drama
288,5,150,2,Crime
289,5,153,4,Drama|Romance
290,5,157,2,Comedy|Drama
291,5,174,1,Sci-Fi|Thriller
292,5,183,4,Drama|Romance
293,5,195,3,Comedy|Drama|Romance
294,5,198,5,Comedy|Romance
295,6,1,4,Thriller
296,6,2,4,Drama
297,6,5,4,Drama|Thriller|War
298,6,6,5,Crime|Drama|Romance|Thriller
299,6,8,5,Action|Crime|Drama|Thriller
300,6,11,4,Horror
301,6,15,5,Action|Sci-Fi
302,6,16,5,Action|Thriller
303,6,18,5,Action|Sci-Fi|Western
304,6,20,4,Adventure|Children's|Fantasy
305,6,21,5,Mystery|Thriller
306,6,25,4,Comedy|Drama
307,6,33,3,Drama
308,6,35,4,Action|Sci-Fi
309,6,37,4,Crime|Drama|Film-Noir
310,6,42,5,Action|Adventure|Horror
311,6,45,5,Action|Drama|Fantasy|Romance
312,6,48,5,Action|Western
313,6,50,5,Drama|War
314,6,56,5,Action|Crime|Thriller
315,6,57,2,Drama
316,6,59,4,Comedy|Crime|Drama
317,6,60,4,Drama
318,6,62,4,Drama|Mystery
319,6,63,5,Drama|War
320,6,67,3,Action|Drama|War
321,6,68,4,Crime|Drama
322,6,77,4,Comedy|Crime|Drama|Mystery
323,6,78,4,Action|Adventure|Romance|War
324,6,80,4,Action|Thriller
325,6,81,5,Action|Drama|War
326,6,82,3,Animation|Children's|Comedy|Musical
327,6,88,4,Film-Noir|Mystery
328,6,91,4,Crime|Drama|Mystery|Thriller
329,6,96,3,Drama
330,6,98,5,Action|War
331,6,100,5,Action|Adventure|Drama
332,6,102,4,Action
333,6,104,5,Drama|War
334,6,106,4,Crime|Drama
335,6,107,4,Drama
336,6,115,4,Action|Sci-Fi|Thriller
337,6,118,5,Film-Noir|Thriller
338,6,125,4,Horror|Mystery|Thriller
339,6,126,3,Action|Sci-Fi|Thriller|Western
340,6,127,5,Drama
341,6,131,4,Action|Drama|War
342,6,134,5,Drama|Romance|War|Western
343,6,135,4,Action|Sci-Fi|Thriller
344,6,136,5,Crime|Thriller
345,6,138,4,Drama
346,6,139,5,Adventure|War
347,6,141,4,Drama
348,6,142,4,Action|Horror|Sci-Fi|Thriller
349,6,143,5,Drama|War
350,6,144,4,Drama|Romance
351,6,148,4,Action|Thriller
352,6,151,3,Musical|Romance
353,6,160,4,Thriller
354,6,164,4,Action|Adventure
355,6,165,5,Action
356,6,172,4,Horror|Sci-Fi
357,6,178,2,Drama|Romance
358,6,183,4,Drama|Romance
359,6,186,4,Drama|Thriller
360,6,189,3,Action|Drama
361,6,194,4,Drama
362,6,196,4,Thriller
363,7,3,3,Action|Adventure|Crime
364,7,6,4,Crime|Drama|Romance|Thriller
365,7,7,4,Musical
366,7,9,4,Musical|Romance
367,7,12,4,Animation|Children's|Musical
368,7,13,4,Action|Thriller
369,7,15,3,Action|Sci-Fi
370,7,19,3,Action|Thriller
371,7,20,4,Adventure|Children's|Fantasy
372,7,23,4,Action|Horror|Sci-Fi
373,7,26,3,Action|Adventure|Crime
374,7,31,4,Sci-Fi
375,7,34,5,Action|Adventure
376,7,35,3,Action|Sci-Fi
377,7,36,3,Drama|Thriller
378,7,39,4,Action|Adventure|Horror
379,7,42,3,Action|Adventure|Horror
380,7,44,3,Fantasy|Sci-Fi
381,7,47,4,Action|Adventure|Sci-Fi
382,7,49,3,Drama
383,7,53,3,Action|Thriller
384,7,56,4,Action|Crime|Thriller
385,7,65,5,Action|Adventure|Comedy|Horror|Sci-Fi
386,7,66,4,Comedy
387,7,71,3,Comedy
388,7,84,3,Action|Sci-Fi
389,7,85,3,Action|Adventure|Sci-Fi
390,7,89,3,Action|Drama|Romance|Thriller
391,7,91,4,Crime|Drama|Mystery|Thriller
392,7,92,1,Drama
393,7,93,3,Comedy|Romance
394,7,97,4,Children's|Fantasy|Sci-Fi
395,7,100,4,Action|Adventure|Drama
396,7,101,4,Drama
397,7,112,4,Animation|Children's
398,7,115,3,Action|Sci-Fi|Thriller
399,7,117,5,Adventure|Comedy|Sci-Fi
400,7,128,3,Comedy
401,7,130,4,Children's|Comedy|Fantasy
402,7,137,4,Comedy|Romance
403,7,142,4,Action|Horror|Sci-Fi|Thriller
404,7,144,3,Drama|Romance
405,7,146,4,Action|Adventure|Fantasy
406,7,149,4,Action|Adventure|Animation|Horror|Sci-Fi
407,7,157,2,Comedy|Drama
408,7,160,3,Thriller
409,7,165,4,Action
410,7,169,4,Comedy|Mystery|Thriller
411,7,170,4,Action|Horror|Thriller
412,7,190,4,Animation|Children's
413,8,1,4,Thriller
414,8,2,3,Drama
415,8,4,3,Comedy|Romance
416,8,7,4,Musical
417,8,10,4,Animation|Children's|Comedy
418,8,13,4,Action|Thriller
419,8,14,4,Comedy|Drama
420,8,15,2,Action|Sci-Fi
421,8,21,5,Mystery|Thriller
422,8,24,4,Comedy|Drama|Romance
423,8,29,2,Comedy
424,8,36,2,Drama|Thriller
425,8,41,3,Drama
426,8,51,3,Crime|Thriller
427,8,52,4,Comedy
428,8,53,4,Action|Thriller
429,8,56,4,Action|Crime|Thriller
430,8,57,4,Drama
431,8,58,3,Action|Crime|Drama
